-0.00000000E+00,0.00000000E+00,-0.00000000E+00,0.00000000E+00,-0.00000000E+00,0.00000000E+00,-0.00000000E+00,0.00000000E+00,-0.00000000E+00,0.00000000E+00,-0.00000000E+00,0.00000000E+00,-0.00000000E+00,0.00000000E+00,-0.00000000E+00,0.00000000E+00,-0.00000000E+00,0.00000000E+00,-0.00000000E+00,0.00000000E+00,-0.00000000E+00,0.00000000E+00,-0.00000000E+00,0.00000000E+00,0.00000000E+00,8.01843318E+01,0.00000000E+00,1.63133641E+02,0.00000000E+00,2.40552995E+02,0.00000000E+00,3.20737327E+02,0.00000000E+00,3.96774194E+02,0.00000000E+00,4.78341014E+02,0.00000000E+00,5.61290323E+02,0.00000000E+00,5.71034483E+02,0.00000000E+00,5.69724771E+02,0.00000000E+00,5.70833333E+02,0.00000000E+00,5.68421053E+02,0.00000000E+00,5.70000000E+02 
-4.00000000E+01,2.00000000E-01,-4.00000000E+01,2.00000000E-01,-4.00000000E+01,2.00000000E-01,-4.00000000E+01,2.00000000E-01,-4.00000000E+01,2.00000000E-01,-4.00000000E+01,2.00000000E-01,-4.00000000E+01,2.00000000E-01,-4.00000000E+01,2.00000000E-01,-4.00000000E+01,2.00000000E-01,-4.00000000E+01,2.00000000E-01,-4.00000000E+01,2.00000000E-01,-4.00000000E+01,2.00000000E-01,8.12500000E+00,8.01843318E+01,1.80416667E+01,1.63133641E+02,2.81701445E+01,2.39170507E+02,3.85416667E+01,3.22119816E+02,4.82022472E+01,3.98156682E+02,5.78009631E+01,4.79723502E+02,8.12500000E+00,5.62672811E+02,2.91666667E+00,5.68275862E+02,2.91666667E+00,5.66972477E+02,3.32800000E+00,5.69444444E+02,3.12000000E+00,5.67048055E+02,2.91666667E+00,5.69655172E+02 
-4.81045752E+02,4.50762829E+00,-4.42173913E+02,4.50762829E+00,-4.01307190E+02,4.14701803E+00,-3.62882096E+02,3.06518724E+00,-3.19565217E+02,3.24549237E+00,-2.81739130E+02,2.70083102E+00,-2.38695652E+02,1.98060942E+00,-2.03921569E+02,1.98060942E+00,-1.61739130E+02,1.26213592E+00,-1.21041215E+02,1.26388889E+00,-8.08695652E+01,3.61111111E-01,-4.03470716E+01,1.19376731E+02,1.00000000E+01,0.00000000E+00,2.01166667E+01,1.38248848E+00,3.00481541E+01,1.38248848E+00,4.04166667E+01,1.38248848E+00,5.04975923E+01,0.00000000E+00,5.98876404E+01,1.38248848E+00,6.81250000E+01,4.99078341E+02,6.97916667E+01,4.97931034E+02,6.97916667E+01,4.94036697E+02,6.94720000E+01,4.98611111E+02,6.96800000E+01,4.94279176E+02,6.97916667E+01,4.95172414E+02 
-4.81045752E+02,7.26629681E+01,-4.40869565E+02,7.84327323E+01,-4.01307190E+02,8.60055479E+01,-3.65502183E+02,9.52011096E+01,-3.20869565E+02,1.06920943E+02,-2.81739130E+02,1.19556787E+02,-2.37391304E+02,1.19736842E+02,-2.01307190E+02,1.19736842E+02,-1.64347826E+02,1.19722607E+02,-1.19739696E+02,1.19527778E+02,-8.08695652E+01,1.19527778E+02,-0.00000000E+00,1.22000000E+02,1.30000000E+02,0.00000000E+00,1.30000000E+02,0.00000000E+00,1.30000000E+02,0.00000000E+00,1.30000000E+02,0.00000000E+00,1.30000000E+02,0.00000000E+00,1.30000000E+02,0.00000000E+00,6.97916667E+01,1.38248848E+00,7.83333333E+01,4.41379310E+02,7.81250000E+01,4.37614679E+02,7.84160000E+01,4.40277778E+02,7.84160000E+01,4.37986270E+02,7.83333333E+01,4.37241379E+02 
-4.39215686E+02,7.82524272E+01,-4.00434783E+02,8.61858530E+01,-3.60784314E+02,9.57420250E+01,-3.23580786E+02,1.06920943E+02,-2.97391304E+02,1.15575589E+02,-0.00000000E+00,1.22000000E+02,-0.00000000E+00,1.22000000E+02,-0.00000000E+00,1.22000000E+02,-0.00000000E+00,1.22000000E+02,-0.00000000E+00,1.22000000E+02,-0.00000000E+00,1.22000000E+02,-0.00000000E+00,1.30000000E+02,1.40000000E+02,0.00000000E+00,1.40000000E+02,0.00000000E+00,1.40000000E+02,0.00000000E+00,1.40000000E+02,0.00000000E+00,1.40000000E+02,0.00000000E+00,1.40000000E+02,0.00000000E+00,1.30000000E+02,0.00000000E+00,8.04166667E+01,1.37931034E+00,8.83333333E+01,3.85321101E+02,8.84000000E+01,3.91666667E+02,8.84000000E+01,3.87185355E+02,8.83333333E+01,3.90344828E+02 
-4.01307190E+02,8.56449376E+01,-3.60000000E+02,9.53814147E+01,-3.21568627E+02,1.07822469E+02,-2.98689956E+02,1.15936200E+02,-2.94782609E+02,1.19181692E+02,-0.00000000E+00,1.30000000E+02,-0.00000000E+00,1.30000000E+02,-0.00000000E+00,1.30000000E+02,-0.00000000E+00,1.30000000E+02,-0.00000000E+00,1.30000000E+02,-0.00000000E+00,1.30000000E+02,-0.00000000E+00,1.40000000E+02,1.50000000E+02,0.00000000E+00,1.50000000E+02,0.00000000E+00,1.50000000E+02,0.00000000E+00,1.50000000E+02,0.00000000E+00,1.50000000E+02,0.00000000E+00,1.50000000E+02,0.00000000E+00,1.40000000E+02,0.00000000E+00,1.30000000E+02,0.00000000E+00,9.00000000E+01,0.00000000E+00,9.85920000E+01,3.52777778E+02,9.85920000E+01,3.51487414E+02,9.87500000E+01,3.51724138E+02 
-3.60784314E+02,9.50208044E+01,-3.23478261E+02,1.07822469E+02,-2.95424837E+02,1.16477115E+02,-2.97379913E+02,1.19542302E+02,-0.00000000E+00,1.22000000E+02,-0.00000000E+00,1.40000000E+02,-0.00000000E+00,1.40000000E+02,-0.00000000E+00,1.40000000E+02,-0.00000000E+00,1.40000000E+02,-0.00000000E+00,1.40000000E+02,-0.00000000E+00,1.40000000E+02,-0.00000000E+00,1.50000000E+02,1.60000000E+02,0.00000000E+00,1.60000000E+02,0.00000000E+00,1.60000000E+02,0.00000000E+00,1.60000000E+02,0.00000000E+00,1.60000000E+02,0.00000000E+00,1.60000000E+02,0.00000000E+00,1.50000000E+02,0.00000000E+00,1.40000000E+02,0.00000000E+00,1.30000000E+02,0.00000000E+00,1.00048000E+02,0.00000000E+00,1.07952000E+02,3.18535469E+02,1.07916667E+02,3.18620690E+02 
-3.21568627E+02,1.07281553E+02,-2.98695652E+02,1.15755895E+02,-2.95424837E+02,1.19542302E+02,-0.00000000E+00,1.22000000E+02,-0.00000000E+00,1.30000000E+02,-0.00000000E+00,1.50000000E+02,-0.00000000E+00,1.50000000E+02,-0.00000000E+00,1.50000000E+02,-0.00000000E+00,1.50000000E+02,-0.00000000E+00,1.50000000E+02,-0.00000000E+00,1.50000000E+02,-0.00000000E+00,1.60000000E+02,1.70000000E+02,0.00000000E+00,1.70000000E+02,0.00000000E+00,1.70000000E+02,0.00000000E+00,1.70000000E+02,0.00000000E+00,1.70000000E+02,0.00000000E+00,1.70000000E+02,0.00000000E+00,1.60000000E+02,0.00000000E+00,1.50000000E+02,0.00000000E+00,1.40000000E+02,0.00000000E+00,1.30000000E+02,0.00000000E+00,1.09616000E+02,2.74599542E+00,1.18125000E+02,2.96551724E+02 
-2.98039216E+02,1.15936200E+02,-2.97391304E+02,1.19542302E+02,-0.00000000E+00,1.22000000E+02,-0.00000000E+00,1.30000000E+02,-0.00000000E+00,1.40000000E+02,-0.00000000E+00,1.60000000E+02,-0.00000000E+00,1.60000000E+02,-0.00000000E+00,1.60000000E+02,-0.00000000E+00,1.60000000E+02,-0.00000000E+00,1.60000000E+02,-0.00000000E+00,1.60000000E+02,-0.00000000E+00,1.70000000E+02,1.80000000E+02,0.00000000E+00,1.80000000E+02,0.00000000E+00,1.80000000E+02,0.00000000E+00,1.80000000E+02,0.00000000E+00,1.80000000E+02,0.00000000E+00,1.80000000E+02,0.00000000E+00,1.70000000E+02,0.00000000E+00,1.60000000E+02,0.00000000E+00,1.50000000E+02,0.00000000E+00,1.40000000E+02,0.00000000E+00,1.30000000E+02,0.00000000E+00,1.20000000E+02,1.37931034E+00 
-2.96732026E+02,1.19542302E+02,-0.00000000E+00,1.22000000E+02,-0.00000000E+00,1.30000000E+02,-0.00000000E+00,1.40000000E+02,-0.00000000E+00,1.50000000E+02,-0.00000000E+00,1.70000000E+02,-0.00000000E+00,1.70000000E+02,-0.00000000E+00,1.70000000E+02,-0.00000000E+00,1.70000000E+02,-0.00000000E+00,1.70000000E+02,-0.00000000E+00,1.70000000E+02,-0.00000000E+00,1.80000000E+02,1.90000000E+02,0.00000000E+00,1.90000000E+02,0.00000000E+00,1.90000000E+02,0.00000000E+00,1.90000000E+02,0.00000000E+00,1.90000000E+02,0.00000000E+00,1.90000000E+02,0.00000000E+00,1.80000000E+02,0.00000000E+00,1.70000000E+02,0.00000000E+00,1.60000000E+02,0.00000000E+00,1.50000000E+02,0.00000000E+00,1.40000000E+02,0.00000000E+00,1.30000000E+02,0.00000000E+00 
-0.00000000E+00,1.22000000E+02,-0.00000000E+00,1.30000000E+02,-0.00000000E+00,1.40000000E+02,-0.00000000E+00,1.50000000E+02,-0.00000000E+00,1.60000000E+02,-0.00000000E+00,1.80000000E+02,-0.00000000E+00,1.80000000E+02,-0.00000000E+00,1.80000000E+02,-0.00000000E+00,1.80000000E+02,-0.00000000E+00,1.80000000E+02,-0.00000000E+00,1.80000000E+02,-0.00000000E+00,1.90000000E+02,2.00000000E+02,0.00000000E+00,2.00000000E+02,0.00000000E+00,2.00000000E+02,0.00000000E+00,2.00000000E+02,0.00000000E+00,2.00000000E+02,0.00000000E+00,2.00000000E+02,0.00000000E+00,1.90000000E+02,0.00000000E+00,1.80000000E+02,0.00000000E+00,1.70000000E+02,0.00000000E+00,1.60000000E+02,0.00000000E+00,1.50000000E+02,0.00000000E+00,1.40000000E+02,0.00000000E+00 
-0.00000000E+00,1.00000000E+03,-0.00000000E+00,1.00000000E+03,-0.00000000E+00,1.00000000E+03,-0.00000000E+00,1.00000000E+03,-0.00000000E+00,1.00000000E+03,-0.00000000E+00,1.00000000E+03,-0.00000000E+00,1.00000000E+03,-0.00000000E+00,1.00000000E+03,-0.00000000E+00,1.00000000E+03,-0.00000000E+00,1.00000000E+03,-0.00000000E+00,1.00000000E+03,-0.00000000E+00,1.00000000E+03,1.00000000E+03,0.00000000E+00,1.00000000E+03,0.00000000E+00,1.00000000E+03,0.00000000E+00,1.00000000E+03,0.00000000E+00,1.00000000E+03,0.00000000E+00,1.00000000E+03,0.00000000E+00,1.00000000E+03,0.00000000E+00,1.00000000E+03,0.00000000E+00,1.00000000E+03,0.00000000E+00,1.00000000E+03,0.00000000E+00,1.00000000E+03,0.00000000E+00,1.00000000E+03,0.00000000E+00 
